id,name,position,recorded_games,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,ast,blk,stl,to,pf,pts,plus_minus,off_rating,def_rating,ast_pct,ast_tov,ast_ratio,oreb_pct,dreb_pct,treb_pct,tm_tov_pct,efg_pct,ts_pct,usg_pct,pace,pie,shot_distance,shot_made_flag,loc_x,loc_y,event_type-Missed Shot,event_type-Made Shot,action_type-Fadeaway Bank shot,action_type-Running Layup Shot,action_type-Jump Bank Hook Shot,action_type-Driving Floating Jump Shot,action_type-Step Back Jump shot,action_type-Slam Dunk Shot,action_type-Tip Layup Shot,action_type-Driving Dunk Shot,action_type-Hook Shot,action_type-Running Alley Oop Layup Shot,action_type-Running Tip Shot,action_type-Running Pull-Up Jump Shot,action_type-Fadeaway Jump Shot,action_type-Putback Dunk Shot,action_type-Tip Dunk Shot,action_type-Running Reverse Layup Shot,action_type-Running Finger Roll Layup Shot,action_type-Putback Layup Shot,action_type-Step Back Bank Jump Shot,action_type-No Shot,action_type-Turnaround Jump Shot,action_type-Floating Jump shot,action_type-Jump Shot,action_type-Layup Shot,action_type-Reverse Layup Shot,action_type-Turnaround Fadeaway shot,action_type-Hook Bank Shot,action_type-Driving Jump shot,action_type-Cutting Dunk Shot,action_type-Driving Hook Shot,action_type-Running Alley Oop Dunk Shot,action_type-Alley Oop Layup shot,action_type-Turnaround Bank Hook Shot,action_type-Jump Bank Shot,action_type-Reverse Dunk Shot,action_type-Driving Floating Bank Jump Shot,action_type-Turnaround Fadeaway Bank Jump Shot,action_type-Running Dunk Shot,action_type-Tip Shot,action_type-Running Jump Shot,action_type-Running Hook Shot,action_type-Putback Slam Dunk Shot,action_type-Driving Bank Hook Shot,action_type-Turnaround Hook Shot,action_type-Cutting Finger Roll Layup Shot,action_type-Running Bank shot,action_type-Pullup Jump shot,action_type-Alley Oop Dunk Shot,action_type-Reverse Slam Dunk Shot,action_type-Running Slam Dunk Shot,action_type-Driving Bank shot,action_type-Driving Slam Dunk Shot,action_type-Running Reverse Dunk Shot,action_type-Pullup Bank shot,action_type-Jump Hook Shot,action_type-Driving Reverse Dunk Shot,action_type-Driving Finger Roll Layup Shot,action_type-Dunk Shot,action_type-Turnaround Bank shot,action_type-Driving Layup Shot,action_type-Cutting Layup Shot,action_type-Driving Reverse Layup Shot,action_type-Running Bank Hook Shot,action_type-Finger Roll Layup Shot,shot_zone_basic-Left Corner 3,shot_zone_basic-Right Corner 3,shot_zone_basic-Mid-Range,shot_zone_basic-In The Paint (Non-RA),shot_zone_basic-Restricted Area,shot_zone_basic-Backcourt,shot_zone_basic-Above the Break 3,shot_zone_range-16-24 ft.,shot_zone_range-Back Court Shot,shot_zone_range-24+ ft.,shot_zone_range-Less Than 8 ft.,shot_zone_range-8-16 ft.,shot_type-3PT Field Goal,shot_type-2PT Field Goal,shot_zone_area-Right Side(R),shot_zone_area-Center(C),shot_zone_area-Left Side(L),shot_zone_area-Left Side Center(LC),shot_zone_area-Back Court(BC),shot_zone_area-Right Side Center(RC),Season
2052,DeShawn Stevenson,Wing,93,15.80752688,1.688172043,4.440860215,1.301075269,3.408602151,0.451612903,0.591397849,0.225806452,1.11827957,0.956989247,0.075268817,0.344086022,0.580645161,1.193548387,5.129032258,-0.35483871,98.88055556,99.01527778,0.091388889,0.5,13.78888889,0.020430556,0.075013889,0,8.498611111,0.457138889,0.462680556,0.166680556,90.64194444,0.027180556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
2059,Eduardo Najera,Forward,31,11.67526882,0.838709677,2.322580645,0.35483871,1.096774194,0.193548387,0.35483871,0.451612903,0.967741935,0.64516129,0.193548387,0.35483871,0.419354839,1.677419355,2.225806452,0.322580645,97.33225806,105.1548387,0.075193548,0.258064516,15.23193548,0.036774194,0.083,0,13.52580645,0.312806452,0.332225806,0.108129032,90.13419355,-0.019322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
2067,Eddie House,Guard,63,16.02460317,2.095238095,5.365079365,1.126984127,2.936507937,0.603174603,0.634920635,0.158730159,1.380952381,1,0.047619048,0.571428571,0.523809524,1.174603175,5.920634921,1.682539683,100.6910714,102.6767857,0.096125,0.446428571,13.76053571,0.010732143,0.094196429,0,7.1875,0.391035714,0.4435,0.163464286,94.52321429,0.05925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
2734,Devin Harris,Guard,71,31.77441315,4.830985915,11.45070423,0.816901408,2.535211268,4.718309859,5.661971831,0.23943662,2.14084507,7.084507042,0.098591549,0.985915493,2.915492958,2.295774648,15.1971831,-2.943661972,103.6661972,108.6352113,0.387915493,3.006464789,29.91830986,0.008549296,0.083746479,0,12.3,0.454056338,0.542450704,0.245042254,92.81450704,0.145830986,0,0,0,0,0.429988975,0.570011025,0,0,0,0,0,0.008820287,0,0,0.054024256,0.006615215,0.11907387,0.004410143,0,0.005512679,0.002205072,0,0,0.002205072,0.017640573,0,0.011025358,0.546857773,0,0.001102536,0.006615215,0.001102536,0.01323043,0.012127894,0,0.061742007,0,0,0,0,0,0.004410143,0.01323043,0,0,0,0.003307607,0,0.011025358,0,0.006615215,0.018743109,0,0,0,0,0.033076075,0,0,0,0,0.005512679,0.001102536,0.001102536,0,0,0,0,0.001102536,0.02646086,0.072767365,0.33076075,0.05292172,0.012127894,0.140022051,0.089305402,0.302094818,0.01323043,0.356119074,0.455347299,0.070562293,0.104740904,0.468577729,0.531422271,0.455347299,0.01323043,0.160970232,0.169790518,0.10584344,0.094818082,2010
200745,Andrea Bargnani,Center,66,35.53712121,7.924242424,17.66666667,1.151515152,3.348484848,4.333333333,5.287878788,1.106060606,4.060606061,1.803030303,0.696969697,0.515151515,2.303030303,2.393939394,21.33333333,-4.803030303,103.3363636,113.5454545,0.084212121,0.825909091,7.340909091,0.036545455,0.141560606,0,9.754545455,0.472151515,0.524606061,0.281030303,96.00878788,0.094060606,0,0,0,0,0.457055215,0.542944785,0,0,0.001533742,0.015337423,0.001533742,0,0.001533742,0,0.024539877,0,0.027607362,0.003067485,0,0.021472393,0,0.001533742,0,0.004601227,0.006134969,0.012269939,0,0.722392638,0.006134969,0,0,0.001533742,0,0.009202454,0.001533742,0.059815951,0,0,0,0.001533742,0,0.001533742,0.007668712,0.001533742,0,0.001533742,0.004601227,0,0.004601227,0,0,0,0.010736196,0,0,0,0.001533742,0,0,0,0,0.027607362,0,0.004601227,0,0,0.001533742,0,0,0.009202454,0,0.084355828,0,0.001533742,0.541411043,0.200920245,0.171779141,0.001533742,0.257668712,0.084355828,0.251533742,0.404907975,0.085889571,0.914110429,0.542944785,0.001533742,0.144171779,0.099693252,0.119631902,0.09202454,2010
200746,LaMarcus Aldridge,Forward,87,40.01226054,8.735632184,17.5862069,0.045977011,0.264367816,4.252873563,5.379310345,3.379310345,5.287356322,2.045977011,1.195402299,1.034482759,1.862068966,2.747126437,21.77011494,2.724137931,107.4358025,102.8950617,0.099864198,1.182345679,8.779012346,0.103617284,0.171345679,0,8.027160494,0.496012346,0.54145679,0.258530864,89.98938272,0.138407407,0,0,0,0,0.48443735,0.51556265,0.000798085,0.002793296,0.005985634,0.027533919,0.009976057,0.000399042,0.003591381,0,0.017158819,0,0.015163607,0.001995211,0.000399042,0.028332003,0.000399042,0,0.000798085,0.023543496,0.003192338,0.013168396,0.000798085,0.502394254,0.016759777,0,0,0.0103751,0.004788508,0.023942538,0.000399042,0.107342378,0,0.00518755,0.012769354,0.002793296,0.000798085,0.004389465,0.005586592,0.001197127,0.004788508,0.001197127,0.008379888,0,0.001197127,0,0.001995211,0.001596169,0.015163607,0.000399042,0,0.000798085,0.001995211,0,0,0,0,0.079010375,0,0.002793296,0.001995211,0,0.007182761,0.005985634,0.000798085,0.009976057,0.009177973,0.031923384,0.007581804,0.000399042,0.530327215,0.162011173,0.258579409,0.000399042,0.362330407,0.04868316,0.250199521,0.338387869,0.049082203,0.950917797,0.488028731,0.000399042,0.072625698,0.11452514,0.091779729,0.23264166,2010
200749,Shelden Williams,Center,59,15.11214689,1.745762712,3.728813559,0,0,0.983050847,1.271186441,1.576271186,3.050847458,0.542372881,0.440677966,0.389830508,0.728813559,2.13559322,4.474576271,-0.644067797,102.7457627,110.8050847,0.061830508,0.235932203,10.90813559,0.116932203,0.236677966,0,12.54745763,0.444338983,0.473508475,0.150762712,97.79542373,0.058694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
200750,Brandon Roy,Guard,53,27.27735849,4.358490566,10.69811321,0.79245283,2.41509434,2.358490566,2.849056604,0.566037736,1.962264151,2.754716981,0.226415094,0.716981132,1.113207547,1.679245283,11.86792453,1.094339623,106.6574468,105.006383,0.171595745,1.210425532,18.0787234,0.026319149,0.095170213,0,6.810638298,0.414021277,0.475595745,0.219978723,89.25617021,0.086531915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
200751,Randy Foye,Guard,63,24.46455026,3.253968254,8.396825397,1.111111111,3.412698413,2.111111111,2.365079365,0.206349206,1.428571429,2.698412698,0.333333333,0.73015873,1.507936508,1.936507937,9.73015873,-3.19047619,102.384127,109.0126984,0.173126984,1.405714286,19.30634921,0.009396825,0.06631746,0,10.15873016,0.412111111,0.495253968,0.202714286,95.86873016,0.048539683,0,0,0,0,0.358490566,0.641509434,0,0,0,0,0.002219756,0.001109878,0,0,0.046614872,0,0.082130966,0,0,0.004439512,0,0,0,0.001109878,0.002219756,0,0.001109878,0.705882353,0.001109878,0,0.004439512,0,0.018867925,0.02108768,0,0.049944506,0,0.001109878,0.001109878,0,0,0.004439512,0.011098779,0,0,0,0.008879023,0,0.001109878,0,0.001109878,0,0,0,0,0.001109878,0.00554939,0,0,0,0,0.00554939,0,0,0,0,0.001109878,0,0.001109878,0.014428413,0.077691454,0.437291898,0.055493896,0.00554939,0.184239734,0.058823529,0.1809101,0.00554939,0.227524972,0.570477248,0.034406215,0.162042175,0.576026637,0.423973363,0.325194229,0.00554939,0.227524972,0.220865705,0.097669256,0.123196448,2010
200752,Rudy Gay,Forward,54,39.91358025,7.537037037,16,1.037037037,2.611111111,3.592592593,4.462962963,1.518518519,4.703703704,2.833333333,1.074074074,1.685185185,2.5,2.37037037,19.7037037,2.685185185,104.0685185,101.2259259,0.119611111,1.333148148,11.92777778,0.045759259,0.14412963,0,10.83518519,0.50137037,0.545055556,0.234462963,94.66462963,0.120444444,0,0,0,0,0.46086151,0.53913849,0.000463177,0.003242242,0.00185271,0.012042612,0.018990273,0.000926355,0.004168597,0,0.052339046,0.000463177,0.042149143,0.000463177,0,0.019453451,0.00185271,0.000463177,0.000463177,0.005094951,0.003242242,0.011579435,0.002779064,0.539601667,0.003705419,0,0.002779064,0.003242242,0.01250579,0.012968967,0.004631774,0.086150996,0.000926355,0.000926355,0.005094951,0.005558129,0.000463177,0.006947661,0.005558129,0.007410838,0.004631774,0.00185271,0.009726725,0,0.001389532,0,0.000463177,0.005094951,0.009263548,0,0,0,0.003705419,0,0.000926355,0,0,0.030569708,0.000463177,0.011579435,0.006484484,0.002315887,0.004168597,0.01250579,0,0.014358499,0.02130616,0.151922186,0.031496063,0.000926355,0.281611857,0.237610005,0.275127374,0.00185271,0.419638722,0.203798055,0.222325151,0.152385364,0.205650764,0.794349236,0.571560908,0.00185271,0.09958314,0.079203335,0.140805929,0.106993979,2010
200755,JJ Redick,Guard,65,24.99435897,3.261538462,7.523076923,1.353846154,3.6,1.861538462,2.153846154,0.092307692,1.815384615,1.661538462,0.061538462,0.461538462,0.923076923,1.353846154,9.738461538,1.830769231,102.9983051,100.5915254,0.119627119,0.943559322,15.26949153,0.00379661,0.076016949,0,9.054237288,0.514440678,0.571050847,0.16740678,95.63898305,0.078169492,0,0,0,0,0.479452055,0.520547945,0,0,0.000547945,0.000547945,0,0,0.000547945,0,0.064657534,0.000547945,0.023013699,0.001643836,0,0.012054795,0.000547945,0,0,0.00109589,0.003835616,0.000547945,0.001643836,0.759452055,0,0.003835616,0.002191781,0,0.025205479,0.011506849,0,0.031780822,0,0.000547945,0,0,0,0.007671233,0.006027397,0,0,0,0.002191781,0,0.004931507,0,0.006027397,0.00109589,0.000547945,0,0,0,0.007671233,0,0,0,0,0.006575342,0.000547945,0,0,0,0,0,0,0.010958904,0.063013699,0.362739726,0.05260274,0,0.36,0.063561644,0.098082192,0,0.126575342,0.478356164,0.073972603,0.32109589,0.478356164,0.521643836,0.300821918,0,0.185753425,0.265205479,0.113424658,0.134794521,2010
200757,Thabo Sefolosha,Forward,96,24.77065972,1.958333333,4.166666667,0.333333333,1.333333333,0.75,0.958333333,0.802083333,3.333333333,1.28125,0.447916667,1.166666667,0.71875,2.010416667,5,0.46875,107.2189873,105.6481013,0.074443038,0.59278481,20.06962025,0.03778481,0.155797468,0,10.95949367,0.502417722,0.522455696,0.094025316,96.86113924,0.067886076,0,0,0,0,0.475077882,0.524922118,0.001557632,0.004672897,0.001557632,0.010903427,0.007788162,0,0.001557632,0,0.054517134,0.004672897,0.073208723,0,0,0.001557632,0.001557632,0,0,0.003115265,0.04517134,0.014018692,0.003115265,0.45482866,0.00623053,0.001557632,0,0.001557632,0.009345794,0.007788162,0.001557632,0.112149533,0.001557632,0,0.007788162,0.001557632,0,0.009345794,0.003115265,0,0.003115265,0,0.007788162,0,0.014018692,0,0.003115265,0.00623053,0.017133956,0,0,0,0.070093458,0,0,0,0,0.004672897,0,0.00623053,0.014018692,0,0,0.001557632,0,0.004672897,0.087227414,0.152647975,0.08411215,0.003115265,0.152647975,0.085669782,0.434579439,0.003115265,0.49376947,0.323987539,0.056074766,0.12305296,0.325545171,0.674454829,0.542056075,0.003115265,0.105919003,0.080996885,0.137071651,0.130841121,2010
200758,Ronnie Brewer,Forward,97,20.80498282,2.360824742,4.917525773,0.092783505,0.350515464,1.030927835,1.546391753,0.639175258,2.391752577,1.597938144,0.268041237,1.216494845,0.608247423,0.989690722,5.845360825,2.24742268,102.0925926,94.90493827,0.135419753,0.517530864,20.06666667,0.035259259,0.140061728,0,7.840740741,0.469333333,0.496296296,0.141641975,93.01506173,0.118493827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
200761,Shawne Williams,Forward,68,20.79681373,2.558823529,6.014705882,1.338235294,3.323529412,0.691176471,0.838235294,0.941176471,2.779411765,0.764705882,0.808823529,0.632352941,0.735294118,2.529411765,7.147058824,0.25,107.6140625,110.35625,0.05109375,0.27859375,9.428125,0.055859375,0.154984375,0,11.80625,0.516234375,0.533296875,0.16090625,96.42078125,0.033953125,0,0,0,0,0.403333333,0.596666667,0,0.003333333,0,0.003333333,0,0,0,0,0.013333333,0,0.026666667,0,0,0.003333333,0,0,0,0,0,0,0,0.81,0.003333333,0,0,0,0.003333333,0.003333333,0,0.08,0,0,0,0.003333333,0,0.01,0,0,0,0,0,0,0,0,0,0.003333333,0.026666667,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0.003333333,0,0,0.13,0.3,0.163333333,0,0.21,0.026666667,0.17,0,0.183333333,0.593333333,0.063333333,0.16,0.593333333,0.406666667,0.223333333,0,0.173333333,0.153333333,0.243333333,0.206666667,2010
200765,Rajon Rondo,Guard,77,37.40541126,4.792207792,10.09090909,0.12987013,0.597402597,1.285714286,2.207792208,1.272727273,3.220779221,10.98701299,0.142857143,2.116883117,3.467532468,1.766233766,11,6.402597403,107.5014706,98.34411765,0.442205882,3.614779412,43.72205882,0.043647059,0.094632353,0,13.72941176,0.477779412,0.485985294,0.18175,93.14073529,0.128426471,0,0,0,0,0.440955631,0.559044369,0,0.001365188,0.001365188,0.004095563,0.000682594,0.002047782,0.003412969,0,0.036177474,0,0.148122867,0.001365188,0.000682594,0.010921502,0,0,0,0.000682594,0.011604096,0.003412969,0.010921502,0.445733788,0.001365188,0.000682594,0.004095563,0.003412969,0.037542662,0.013651877,0.000682594,0.094880546,0,0.000682594,0,0.001365188,0,0.012286689,0.031399317,0.000682594,0,0,0.010921502,0,0.019112628,0.002730375,0.003412969,0.009556314,0.002730375,0,0,0.000682594,0.028668942,0,0,0,0,0.002047782,0.002730375,0.002730375,0.000682594,0,0.001365188,0,0.000682594,0.02662116,0.02662116,0.115358362,0.035494881,0.002047782,0.292150171,0.15221843,0.376109215,0.002047782,0.491467577,0.177474403,0.093515358,0.235494881,0.179522184,0.820477816,0.584300341,0.002047782,0.107849829,0.121501706,0.088054608,0.096245734,2010
200768,Kyle Lowry,Guard,75,34.282,4.6,10.78666667,1.72,4.573333333,2.56,3.346666667,1.186666667,2.933333333,6.666666667,0.306666667,1.36,2.106666667,2.76,13.48,4.08,109.132,104.64,0.291746667,3.440386667,31.868,0.04008,0.097613333,0,10.22133333,0.485013333,0.53036,0.184613333,97.6712,0.100373333,0,0,0,0,0.415871639,0.584128361,0,0,0.008239376,0.002168257,0,0.002601908,0.003902862,0,0.120121422,0.002601908,0.108412836,0.000867303,0,0.029921943,0.001300954,0,0,0.022983521,0.003035559,0.002601908,0.004770165,0.447094536,0.004336513,0.005203816,0.001300954,0.001734605,0.016478751,0.029488291,0,0.052471813,0,0.000433651,0,0.000867303,0.000867303,0.002601908,0.012142238,0,0,0.000433651,0.006938422,0,0.00954033,0,0.015611448,0.008239376,0.002168257,0,0,0.001300954,0.020381613,0.000433651,0,0,0,0.014744146,0.007372073,0,0,0,0.000433651,0,0.001300954,0.02254987,0.040763226,0.364700781,0.014310494,0.001734605,0.214223764,0.120555074,0.243712056,0.002168257,0.321769297,0.41934085,0.109280139,0.147441457,0.421075455,0.578924545,0.484822203,0.002168257,0.144405898,0.194709454,0.050737207,0.123156982,2010
200770,Jordan Farmar,Guard,73,24.27465753,3.452054795,8.835616438,1.479452055,4.150684932,1.123287671,1.369863014,0.287671233,2.02739726,5.01369863,0.082191781,0.849315068,1.876712329,1.739726027,9.506849315,-2.383561644,100.1424658,106.1684932,0.317438356,2.315479452,28.29041096,0.013917808,0.099191781,0,11.6,0.477534247,0.504178082,0.212506849,93.92589041,0.108328767,0,0,0,0,0.399224806,0.600775194,0,0,0,0,0,0.007751938,0.003875969,0,0.089147287,0,0.046511628,0,0,0.003875969,0.003875969,0,0,0,0.007751938,0,0,0.65503876,0,0,0,0,0.027131783,0.023255814,0,0.03875969,0,0,0,0,0,0.007751938,0.015503876,0,0,0,0,0,0.007751938,0,0.019379845,0,0,0,0,0,0.011627907,0,0,0,0,0.003875969,0.011627907,0,0,0,0,0,0,0.015503876,0.073643411,0.410852713,0.065891473,0,0.244186047,0.046511628,0.158914729,0,0.189922481,0.550387597,0.07751938,0.182170543,0.550387597,0.449612403,0.341085271,0,0.209302326,0.205426357,0.108527132,0.135658915,2010
200783,Craig Smith,Forward,48,11.86111111,2.145833333,3.833333333,0,0.104166667,1.041666667,1.416666667,0.875,1.5,0.625,0.145833333,0.333333333,0.6875,1.75,5.333333333,-1.104166667,95.85208333,101.3395833,0.079625,0.40625,10.20833333,0.071,0.153291667,0,12.2375,0.480958333,0.523958333,0.223520833,100.028125,0.0765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
200789,Daniel Gibson,Guard,67,27.82935323,3.940298507,9.850746269,1.76119403,4.373134328,2,2.432835821,0.358208955,2.28358209,3,0.313432836,0.71641791,1.194029851,2.298507463,11.64179104,-2.850746269,101.5522388,106.9373134,0.189686567,1.49,19.25970149,0.014701493,0.097701493,0,7.650746269,0.477552239,0.525522388,0.198283582,95.57029851,0.084925373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
200794,Paul Millsap,Forward,76,34.28574561,6.881578947,12.97368421,0.118421053,0.302631579,3.368421053,4.447368421,2.144736842,5.447368421,2.460526316,0.907894737,1.355263158,1.907894737,3.578947368,17.25,0.131578947,106.6447368,107.7381579,0.120855263,1.313421053,12.53684211,0.073578947,0.189697368,0,10.05131579,0.529486842,0.569605263,0.224736842,94.09526316,0.127,0,0,0,0,0.480253535,0.519746465,0.001462701,0.001950268,0.003900536,0.006825939,0.013651877,0.000975134,0.003412969,0,0.020477816,0.002925402,0.08239883,0.000487567,0,0.033642126,0.000487567,0,0,0.007801073,0.019990249,0.006338372,0.005850804,0.385665529,0.024378352,0.000487567,0.001950268,0.001950268,0.023403218,0.026816187,0.00487567,0.119453925,0,0.003900536,0.004388103,0.000487567,0,0.011214042,0.006338372,0.002437835,0.004388103,0.000487567,0.012189176,0,0.011701609,0,0.024865919,0.019015115,0.006338372,0.000975134,0,0.000487567,0.021940517,0.002437835,0,0,0,0.030229157,0.000975134,0.011701609,0.009751341,0,0.000975134,0.001462701,0,0.009751341,0.019502682,0.175524135,0.026816187,0.000487567,0.170648464,0.194051682,0.412969283,0.000975134,0.538274013,0.221355436,0.153583618,0.085811799,0.22233057,0.77766943,0.672354949,0.000975134,0.081423696,0.058508045,0.090199902,0.096538274,2010
200797,Ryan Hollins,Center,70,16.60071429,1.871428571,3.128571429,0,0,1.585714286,2.328571429,1,1.657142857,0.371428571,0.6,0.314285714,0.957142857,2.842857143,5.328571429,-1.828571429,101.2828571,109.8842857,0.039414286,0.228571429,6.098571429,0.069028571,0.125685714,0,18.08428571,0.544214286,0.616614286,0.148771429,94.959,-0.077228571,0,0,0,0,0.630952381,0.369047619,0,0.047619048,0,0.113095238,0.119047619,0,0,0,0,0,0.023809524,0,0,0,0,0,0,0,0.023809524,0.011904762,0,0.19047619,0.011904762,0,0,0,0.011904762,0,0,0.18452381,0,0,0.023809524,0.017857143,0,0,0.005952381,0.011904762,0.041666667,0,0.005952381,0,0,0,0.005952381,0,0.005952381,0.011904762,0,0,0,0,0,0,0,0.011904762,0,0,0.011904762,0,0.011904762,0.083333333,0.005952381,0.005952381,0,0,0,0,0.107142857,0.214285714,0.678571429,0,0.833333333,0,0.095238095,0.071428571,0,1,0.892857143,0,0,0.011904762,0.053571429,0.041666667,2010
2405,Amar'e Stoudemire,Center,82,36.63719512,9.329268293,18.74390244,0.12195122,0.280487805,5.93902439,7.548780488,2.536585366,5.56097561,2.548780488,1.865853659,0.87804878,3.195121951,3.463414634,24.7195122,-0.085365854,109.8692308,108.8794872,0.128205128,0.987435897,9.246153846,0.077025641,0.177397436,0,11.26794872,0.510346154,0.568974359,0.310551282,98.06064103,0.135794872,0,0,0,0,0.564174894,0.435825106,0.001410437,0.007052186,0.005641749,0.056417489,0.063469676,0,0.004231312,0,0.004231312,0.001410437,0.036671368,0.002820874,0.002820874,0.011283498,0,0,0,0.011283498,0.011283498,0.012693935,0,0.276445698,0.021156559,0,0,0.018335684,0,0.002820874,0.001410437,0.259520451,0,0,0.002820874,0.026798307,0,0.009873061,0.004231312,0.031029619,0.009873061,0,0.011283498,0,0,0,0,0.007052186,0.028208745,0,0,0.004231312,0.007052186,0,0,0.001410437,0.001410437,0.021156559,0,0.012693935,0.001410437,0.001410437,0,0.004231312,0,0.001410437,0,0.002820874,0,0.001410437,0.212976023,0.172073343,0.610719323,0.001410437,0.758815233,0.002820874,0.101551481,0.135401975,0.004231312,0.995768688,0.81100141,0.001410437,0.045133992,0.04090268,0.045133992,0.056417489,2010
200811,Lou Amundson,Forward,46,14.76376812,1.804347826,3.97826087,0,0,0.739130435,1.891304348,1.760869565,2.260869565,0.369565217,0.717391304,0.304347826,0.52173913,1.891304348,4.347826087,-1.934782609,100.6978261,109.0913043,0.035152174,0.141304348,5.497826087,0.132304348,0.177478261,0,9.193478261,0.385782609,0.397543478,0.157869565,96.60065217,0.042695652,0,0,0,0,0.415584416,0.584415584,0,0.006493506,0.003246753,0.071428571,0.042207792,0,0,0,0.003246753,0,0.029220779,0,0,0,0,0,0,0.006493506,0.003246753,0.022727273,0,0.324675325,0.025974026,0,0,0.012987013,0,0,0,0.246753247,0,0.006493506,0.012987013,0,0,0.025974026,0.003246753,0.012987013,0,0.003246753,0.016233766,0,0.006493506,0,0,0.003246753,0.068181818,0,0,0.003246753,0.006493506,0,0,0.003246753,0,0.016233766,0,0,0.003246753,0,0.006493506,0,0,0.003246753,0,0,0,0.003246753,0.133116883,0.279220779,0.584415584,0.003246753,0.766233766,0,0.168831169,0.061688312,0.003246753,0.996753247,0.850649351,0.003246753,0.006493506,0.006493506,0.048701299,0.084415584,2010
2749,Jameer Nelson,Guard,82,30.89674797,4.93902439,11.2195122,1.524390244,3.93902439,1.719512195,2.146341463,0.536585366,2.524390244,5.926829268,0.036585366,1.06097561,2.463414634,2.719512195,13.12195122,4.073170732,108.5013158,100.2723684,0.317710526,2.721434211,29.25789474,0.017631579,0.090355263,0,12.58947368,0.518013158,0.544197368,0.218407895,93.57355263,0.111013158,0,0,0,0,0.393719807,0.606280193,0,0,0,0,0,0,0.003623188,0,0.057971014,0,0.06884058,0,0,0.02294686,0.001207729,0,0,0.001207729,0.001207729,0,0.003623188,0.649758454,0.001207729,0.002415459,0.004830918,0,0.02173913,0.042270531,0,0.048309179,0,0.001207729,0.001207729,0,0,0.004830918,0.016908213,0,0,0,0.008454106,0,0.006038647,0,0.001207729,0.004830918,0,0,0,0,0.003623188,0,0,0,0,0.003623188,0.002415459,0,0,0,0,0,0,0.014492754,0.028985507,0.449275362,0.016908213,0,0.242753623,0.086956522,0.175120773,0,0.233091787,0.495169082,0.071256039,0.200483092,0.495169082,0.504830918,0.415458937,0,0.201690821,0.245169082,0.057971014,0.079710145,2010
